ID,都道府県,城名,読み方,種類,所在地,築城年代,城主・築城者,別名,備考
2266,広島県,鳴滝山城,なるたきやまじょう,,広島県尾道市吉和町鳴滝,,宮地氏、渋川氏,鳴滝城,遺構: 曲輪、土塁、堀切
2267,広島県,鷲尾山城,わしおさんじょう,,広島県尾道市木ノ庄町木梨,,杉原氏,鷲城、霊鷲城、釈迦ヶ峰城,遺構: 曲輪、帯曲輪、土塁、横堀（空堀）、出丸（馬場跡）、井戸
2268,広島県,黒川城,くろかわじょう,,広島県世羅郡世羅町大字黒川字城山,,江村氏,－,遺構: 曲輪、横堀（空堀）
2269,山口県,一ノ瀬城,いちのせじょう,,山口県下関市豊田町一ノ瀬,,豊田氏,豊田城、松尾山城、長谷山城、長谷山の城,遺構: 曲輪、土塁、堀切、切岸
2270,山口県,三丘嶽城,みつおだけじょう,,山口県周南市大字小松原字末広,,大内氏,三丘ヶ岳城、三丘岳城,遺構: 曲輪、石垣、土塁、堀切、竪堀、井戸、切岸
2271,山口県,上関城,かみのせきじょう,,山口県熊毛郡上関町大字長島字上関,,村上氏,－,遺構: 曲輪、石垣
2272,山口県,下関前田台場,しものせきまえだだいば,,山口県下関市前田,,長州藩,長州藩下関前田台場、前田御茶屋台場,遺構: （発掘調査：削平地、土塁）
2273,山口県,亀尾城,かめがおじょう,,山口県岩国市錦見,,弘中氏,亀ヶ尾城、亀尾山城,遺構: 消滅
2274,山口県,信田ノ丸城,しだのまるじょう,,山口県宇部市大字奥万倉字城南,,杉氏,信田丸城、志多城,遺構: 曲輪、石垣、土塁、堀切
2275,山口県,冷泉氏館,れいぜいしやかた／れいぜんしやかた,,山口県岩国市周東町祖生,,冷泉氏,冷泉屋敷,遺構: 石垣、土塁
2276,山口県,勝山城,かつやまじょう,,山口県下関市小野（地図は勝山城を示す）,,永富嗣光、内藤氏、大内義長、入江箸親（毛利氏家臣）［勝山城］、毛利氏［勝山御殿］,且山城、［勝山御殿］,遺構: 曲輪、石垣［すべて］、堀切、竪堀［勝山城］、御殿跡［勝山御殿］
2277,山口県,勝栄寺,しょうえいじ,,山口県周南市中央町古市北3-10,,陶氏,勝榮寺,遺構: 土塁
2278,山口県,古城ヶ岳城,こじょうがだけじょう,,山口県山口市上宇野令,,山口氏？、大内氏,古城ケ岳城,遺構: 曲輪、帯曲輪、石垣、土塁、堀切、横堀（空堀）、虎口、竪堀
2279,山口県,右田ヶ岳城,みぎたがだけじょう,,山口県防府市上右田1708,,右田氏、南方就正（毛利氏家臣）,右田ヶ嶽城、右田城、右田岳城,遺構: 曲輪、堀切
2280,山口県,大内氏城館,おおうちしじょうかん,,山口県山口市大殿大路他（地図は大内館を示す）,,大内氏［すべて］,大内氏城館［大内館・築山館・高嶺城］,遺構: 土塁［大内館・築山館］、曲輪、横堀（空堀）、石垣、井戸［高嶺城］
2281,山口県,奥阿武宰判勘場,おくあぶさいばんかんば,,山口県萩市吉部上1024-2,,毛利氏,－,遺構: 石垣、井戸、貯水池
2282,山口県,山口城,やまぐちじょう,,山口県山口市滝町1-1,,毛利氏,山口屋形、山口御屋形、山口政庁,遺構: 曲輪、石垣、横堀（水堀）、門
2283,山口県,岩国城,いわくにじょう,,山口県岩国市横山,,吉川氏,横山城,遺構: 曲輪、石垣、横堀（水堀）、横堀（空堀）、隠居所長屋
2284,山口県,島末城,しますえじょう,,山口県大島郡周防大島町西方,,平知盛？,藤田城,遺構: 曲輪、堀切、虎口
2285,山口県,徳山城,とくやまじょう,,山口県周南市徳山,,毛利氏,徳山陣屋、徳山館,遺構: 庭園
2286,山口県,成君寺山城,じょうくんじやまじょう,,山口県岩国市本郷町宇塚,,大内氏,城君寺山城,遺構: 曲輪、堀切、横堀（空堀）、竪堀
2287,山口県,敷山城,しきやまじょう,,山口県防府市大字牟礼上敷山,,清尊・教乗,敷山験観寺,遺構: 曲輪、石垣、礎石、寺坊跡
2288,山口県,末武城,すえたけじょう,,山口県下松市末武上,,末武氏,－,遺構: 曲輪、横堀（空堀）
2289,山口県,松屋城,まつやじょう,,山口県下関市松屋,,松屋氏,中原城,遺構: 曲輪
2290,山口県,櫛山城,くしやまじょう,,山口県萩市大井字串山,,吉見氏,串山城,遺構: 曲輪
2291,山口県,櫛崎城,くしざきじょう,,山口県下関市長府外浦町1,,内藤氏、毛利氏,串崎城、雄山城、長府城、長府陣屋,遺構: 曲輪、石垣
2292,山口県,深川城,ふかわじょう,,山口県長門市深川湯本,,鷲頭氏,殿が台城、サネの要害,遺構: 曲輪
2293,山口県,渡川城,わたりがわじょう,,山口県山口市阿東徳佐下,,大内氏、野上忠房（大内氏家臣）,要害山,遺構: 曲輪、堀切、切岸
2294,山口県,琴石山城,こといしやまじょう,,山口県柳井市日積,,高井氏、堅田氏,伊賀道城、事能要害,遺構: 曲輪、土塁、堀切
2295,山口県,白水山城,しろうずいやまじょう,,山口県山口市仁保上郷白水,,平子氏,河平山,遺構: 曲輪、堀切、竪堀
2296,山口県,石城山神籠石,いわきさんこうごいし,,山口県光市大字塩田字石城,,不明,－,遺構: 列石、石垣、水門、横堀（空堀）、版築土塁
2297,山口県,米光城,よねみつじょう,,山口県周南市米光,,杉氏,又太郎城山,遺構: 曲輪、腰曲輪、土塁、堀切、切岸
2298,山口県,若山城,わかやまじょう,,山口県周南市福川,,陶氏,富田若山城、周防若山城,遺構: 曲輪、石垣、堀切、竪堀
2299,山口県,荒滝山城,あらたきやまじょう,,山口県宇部市東吉部字荒滝,,内藤氏、益田氏,荒滝城,遺構: 曲輪、石垣、土塁、堀切、畝状竪堀群、虎口
2300,山口県,萩城,はぎじょう,,山口県萩市堀内,,毛利氏,指月城,遺構: 曲輪、石垣、横堀、長屋、井戸
2301,山口県,蓮華山城,れんげやまじょう,,山口県岩国市玖珂町,,椙杜氏,蓮華大将陣、六角山,遺構: 曲輪、帯曲輪、腰曲輪、堀切
2302,山口県,藤掛山城,ふじかけやまじょう,,山口県周南市鹿野上,,吉見氏、江良氏？,蔵掛山城,遺構: 曲輪、土塁、堀切
2303,山口県,賀年城,かねじょう,,山口県山口市阿東嘉年下,,虫追政国、波多野滋信,勝山城、嘉年城、賀年勝山城,遺構: 曲輪、帯曲輪、石垣、土塁、堀切、竪堀
2304,山口県,阿川毛利氏館,あがわもうりしやかた,,山口県下関市豊北町阿川,,阿川毛利氏,－,遺構: 曲輪、石垣
2305,山口県,陶氏館,すえしやかた,,山口県山口市陶3907番地（正護寺）,,陶氏,陶の館,遺構: 土塁
2306,山口県,障子ヶ岳城,しょうじがだけじょう,,山口県山口市糸米,,問田氏,障子ケ岳城、向山城,遺構: 曲輪、土塁、堀切、竪堀
2307,山口県,霜降城,しもふりじょう,,山口県宇部市大字吉見、大字末信他,,厚東氏,城山,遺構: 曲輪、石垣、土塁、横堀（空堀）
2308,山口県,青景城,おかげじょう,,山口県美祢市秋芳町大字青景字殿河内,,青景氏,小島城,遺構: 曲輪、犬走り、堀切、横堀（空堀）
2309,山口県,鞍掛山城,くらかけやまじょう,,山口県岩国市玖珂町鞍掛,,杉氏,鞍掛城,遺構: 曲輪、堀切
2310,山口県,須々万沼城,すすまぬまじょう,,山口県周南市須々万本郷字要害,,江良賢宣、山崎興盛、山崎隆次,沼城、遠徳山城、要害山,遺構: 消滅
2311,山口県,高森城,たかもりじょう,,山口県岩国市美和町北中山牛ヶ多和,,岐志氏（大内氏家臣）、坂氏（毛利氏家臣）,－,遺構: 曲輪、石積、堀切、横堀（空堀）、竪堀
2312,山口県,鬼ヶ城,おにがじょう,,山口県下関市豊浦町大字黒井一ノ瀬,,黒井氏,－,遺構: 曲輪
2313,山口県,鰐坊山城,わにぼうやまじょう,,山口県萩市下田万字市味鰐坊,,臼井左京亮、大谷与三左衛門,－,遺構: 曲輪、石積、土塁、堀切
2314,徳島県,一宮城,いちのみやじょう,,徳島県徳島市一宮町西丁237,,小笠原氏、蜂須賀氏、益田氏,－,遺構: 曲輪、石垣、土塁、堀切、横堀（空堀）、竪堀、井戸跡
2315,徳島県,上山城,かみやまじょう,,徳島県名西郡神山町神領,,田口成良、一宮氏,上山京地城、経治塁、神領塁,遺構: 曲輪、土塁
2316,徳島県,上桜城,うえざくらじょう,,徳島県吉野川市川島町桑村,,篠原氏,植桜城、上櫻城、川島南城,遺構: 曲輪、土塁、横堀（空堀）、櫓台、井戸
2317,徳島県,久千田城,くちたじょう,,徳島県阿波市阿波町大坪,,三浦為清、小野寺氏,朽田城,遺構: 消滅
2318,徳島県,仁宇城,にうじょう,,徳島県那賀郡那賀町和食,,湯浅氏、山田宗重,和食城、仁宇山城,遺構: 土塁、横堀（空堀）
2319,徳島県,今切城,いまぎれじょう,,徳島県徳島市春日2（篠原神社）,,篠原氏,－,遺構: 横堀（空堀）
2320,徳島県,八石城,やついしじょう,,徳島県三好市井川町井内西,,新田氏,八ツ石城、八ッ石城,遺構: 曲輪、土塁、横堀（空堀）
2321,徳島県,加島城,かしまじょう,,徳島県海部郡海陽町浅川加島,,浅川氏,浅川城,遺構: 曲輪
2322,徳島県,勝瑞城,しょうずいじょう,,徳島県板野郡藍住町勝瑞字東勝地（勝瑞城址公園）,,小笠原長清、細川氏、三好氏,阿波屋形、下屋形、勝瑞屋形、勝瑞城館,遺構: 曲輪、土塁、横堀（水堀）
2323,徳島県,土佐泊城,とさどまりじょう,,徳島県鳴門市鳴門町土佐泊浦土佐泊,,森氏,－,遺構: 曲輪
2324,徳島県,大西城,おおにしじょう,,徳島県三好市池田町,,三好（小笠原）氏、大西氏、牛田氏・中村氏（蜂須賀氏家臣）,池田城,遺構: 石垣
2325,徳島県,夷山城,えびすやまじょう,,徳島県徳島市八万町夷山,,細川氏、篠原佐吉兵衛、荘野兼時（篠原氏家臣）、香宗我部親康,蛭子山城、八万城、聖城、楯城,遺構: 消滅
2326,徳島県,岩倉城,いわくらじょう,,徳島県美馬市脇町田上,,三好氏,－,遺構: 曲輪、堀切
2327,徳島県,川島城,かわしまじょう,,徳島県吉野川市川島町川島,,川島氏、林能勝（蜂須賀氏家臣）,北の城,遺構: 曲輪
2328,徳島県,平島館,ひらしまやかた,,徳島県阿南市那賀川町古津,,足利氏,平島塁、阿波公方館,遺構: 移築門、移築書院、土塁
2329,徳島県,徳島城,とくしまじょう,,徳島県徳島市徳島町城内,,蜂須賀氏,渭山城、渭津城,遺構: 曲輪、石垣、横堀（水堀）、庭園
2330,徳島県,撫養城,むやじょう,,徳島県鳴門市撫養町林崎北殿町,,小笠原氏、益田正忠（蜂須賀氏家臣）,岡崎城、林崎城,遺構: 曲輪、石垣
2331,徳島県,日和佐城,ひわさじょう,,徳島県海部郡美波町日和佐字浦445-1,,日和佐氏,渭津城,遺構: 曲輪
2332,徳島県,木津城,きづじょう,,徳島県鳴門市撫養町木津（木津城山公園）,,篠原氏、東条関之兵衛（長宗我部氏家臣）,－,遺構: 曲輪、土塁、横堀（空堀）、畝状竪堀群
2333,徳島県,東山城,ひがしやまじょう,,徳島県三好郡東みよし町東山,,新田氏、大西氏,－,遺構: 曲輪、土塁、堀切、横堀（空堀）、竪堀
2334,徳島県,松鶴城,しょうかくじょう,,徳島県阿南市椿泊町東127,,森氏,森甚五兵衛屋敷、椿泊城,遺構: 曲輪、石垣
2335,徳島県,板西城,ばんざいじょう,,徳島県板野郡板野町古城若宮,,近藤氏、赤沢氏,－,遺構: 消滅
2336,徳島県,森遠城,もりとおじょう,,徳島県美馬市木屋平森遠,,木屋平氏,－,遺構: 曲輪、横堀（空堀）
2337,徳島県,津田城,つだじょう,,徳島県徳島市津田西町,,桑村隼人亮,－,遺構: 消滅
2338,徳島県,海部城,かいふじょう,,徳島県海部郡海陽町鞆浦山下,,海部氏、蜂須賀氏,鞆城,遺構: 曲輪、石垣、土塁、横堀
2339,徳島県,片志城,かたしじょう,,徳島県徳島市勝占町片志,,高田綱清,－,遺構: 消滅
2340,徳島県,牛岐城,うしきじょう,,徳島県阿南市富岡町トノ町（牛岐城趾公園）,,新開氏、香宗我部親泰、賀島政慶,富岡城、浮亀城,遺構: 石垣
2341,徳島県,牟岐城,むぎじょう,,徳島県海部郡牟岐町川長,,牟岐氏,－,遺構: 消滅
2342,徳島県,田尾城,たおじょう,,徳島県三好市山城町岩戸,,大西氏,多尾城、白地山城,遺構: 曲輪、土塁、横堀
2343,徳島県,白地城,はくちじょう,,徳島県三好市池田町白地本名,,近藤氏、大西氏、細川氏、三好氏、長宗我部氏,白地大西城,遺構: 曲輪、土塁、切岸
2344,徳島県,矢野城,やのじょう,,徳島県徳島市国府町矢野,,矢野氏,－,遺構: 曲輪、土塁
2345,徳島県,秋月城,あきづきじょう,,徳島県阿波市土成町秋月,,細川氏、秋月氏,－,遺構: 土塁
2346,徳島県,立江城,たつえじょう,,徳島県小松島市立江町清水、秋葉神社,,小笠原氏,－,遺構: 消滅
2347,徳島県,脇城,わきじょう,,徳島県美馬市脇町大字脇町,,三河守兼則（三好氏家臣）、長宗我部氏、稲田稙元（蜂須賀氏家臣）,虎伏城,遺構: 曲輪、石垣、土塁、横堀（空堀）、井戸、土橋
2348,徳島県,芝原城,しばはらじょう,,徳島県徳島市国府町芝原（蔵珠院付近）,,久米氏,－,遺構: 消滅
2349,徳島県,蔵本城,くらもとじょう,,徳島県徳島市蔵本元町2,,小倉重信,－,遺構: 消滅
2350,徳島県,西条城,さいじょうじょう,,徳島県阿波市吉野町西条,,森春之、岡本清宗、森監物（蜂須賀氏家臣）,西条東城、戎城、西城,遺構: 消滅
2351,徳島県,足代城,あしろじょう,,徳島県三好郡東みよし町足代字台,,三好氏,－,遺構: 曲輪
2352,徳島県,重清城,しげきよじょう,,徳島県美馬市美馬町字城53番地1・2,,小笠原氏,－,遺構: 曲輪、土塁、横堀（空堀）、井戸、虎口
2353,徳島県,鈴江城,すずえじょう,,徳島県徳島市川内町鈴江北,,鈴江氏,－,遺構: 消滅
2354,香川県,丸亀城,まるがめじょう,,香川県丸亀市一番丁,,生駒氏、山崎氏、京極氏,亀山城、蓬莱城,遺構: 曲輪、天守、門、長屋、番所、石垣、横堀（水堀）
2355,香川県,丸山城,まるやまじょう,,香川県仲多度郡まんのう町買田,,飯尾国盛,－,遺構: 曲輪、帯曲輪、堀切、馬出
2356,香川県,九十九山城,つくもやまじょう,,香川県観音寺市室本町,,細川氏,江甫山城,遺構: 曲輪、石塁、土塁
2357,香川県,仁尾城,におじょう,,香川県三豊市仁尾町仁尾（覚城院）,,細川氏,仁保城,遺構: 消滅
2358,香川県,内場城,ないばじょう,,香川県高松市塩江町上西乙,,藤沢氏,－,遺構: 曲輪、堀切
2359,香川県,前田城,まえだじょう,,香川県高松市前田西町,,前田氏,－,遺構: 曲輪、土塁、横堀（空堀）
2360,香川県,勝賀城,かつがじょう,,香川県高松市鬼無町佐料,,香西氏,－,遺構: 曲輪、石垣、土塁、横堀（空堀）
2361,香川県,北岡城,きたおかじょう,,香川県高松市西山崎町,,久利氏,中間城,遺構: 曲輪
2362,香川県,十河城,そごうじょう,,香川県高松市十川東町,,十河氏、長宗我部氏,十川城、西尾城,遺構: 曲輪、堀切、横堀（空堀）
2363,香川県,向城,むかいじょう,,香川県高松市木太町,,真鍋氏（香西氏家臣）,向井城、奥城、真鍋城,遺構: 土塁
2364,香川県,喜岡城,きおかじょう,,香川県高松市高松町,,高松氏,高松城,遺構: 消滅
2365,香川県,垂水城,たるみじょう,,香川県丸亀市垂水町,,藤田氏,－,遺構: 土塁
2366,香川県,城山,きやま,,香川県坂出市西庄町他／丸亀市飯山町,,不明,城山城,遺構: 曲輪、列石、土塁
2367,香川県,塩飽勤番所,しわくきんばんしょ,,香川県丸亀市本島町泊81,,年寄（650名の人名から選出）,－,遺構: 堀、主屋、朱印庫、長屋門、土塀
2368,香川県,多度津城,たどつじょう,,香川県仲多度郡多度津町桃山（桃陵公園）,,香川氏,本台山城,遺構: 石垣
2369,香川県,天霧城,あまぎりじょう,,香川県仲多度郡多度津町奥白方／善通寺市吉原町,,香川氏,雨霧城,遺構: 曲輪、石垣、堀切、物見台跡、井戸
2370,香川県,室山城,むろやまじょう,,香川県高松市室新町,,太田氏,－,遺構: 曲輪、石積、土塁
2371,香川県,屋島城,やしまじょう,,香川県高松市屋島東町他,,不明,屋嶋城,遺構: 石塁、土塁、貯水池跡、水門跡
2372,香川県,引田城,ひけたじょう,,香川県東かがわ市引田,,四宮氏、矢野氏（三好氏家臣）、仙石氏、生駒氏,－,遺構: 曲輪、石垣、横堀（空堀）
2373,香川県,志度城,しどじょう,,香川県さぬき市志度,,安富氏、多田氏,志度城館、中州城、中津城,遺構: 消滅
2374,香川県,星ヶ城,ほしがじょう,,香川県小豆郡小豆島町片城他,,佐々木氏,星ケ城、星が城、方士城,遺構: 曲輪、石垣、土塁、横堀、井戸
2375,香川県,昼寝城,ひるねじょう,,香川県さぬき市前山,,寒川氏,－,遺構: 曲輪、土塁、竪堀、堀切
2376,香川県,朝日山城,あさひやまじょう,,香川県三豊市高瀬町下麻3829,,近藤氏,麻口城,遺構: 消滅
2377,香川県,本篠城,もとしのじょう,,香川県三豊市財田町財田中,,財田氏（香川氏家臣）,財田城,遺構: 曲輪、土塁、堀切、石積、横堀（空堀）、のろし台
2378,香川県,海崎城,みさきじょう,,香川県三豊市詫間町生里,,海崎氏,－,遺構: 曲輪、堀切、切岸
2379,香川県,爺神山城,とかみやまじょう,,香川県三豊市高瀬町比地中,,詫間氏,爺神城、兎上山城,遺構: 消滅
2380,香川県,由佐城,ゆさじょう,,香川県高松市香南町由佐253-1,,由佐氏,－,遺構: 土塁
2381,香川県,由良山城,ゆらやまじょう,,香川県高松市由良町,,由良氏,由良城,遺構: 曲輪
2382,香川県,甲山城,こうやまじょう、かぶとやまじょう,,香川県善通寺市弘田町,,朝比奈氏,弘田城,遺構: 曲輪
2383,香川県,皇踏山城,おうとさんじょう,,香川県小豆郡土庄町上庄,,不明,－,遺構: 曲輪、石塁、土塁、横堀（空堀）
2384,香川県,直島城,なおしまじょう,,香川県香川郡直島町,,高原氏,高原城,遺構: 曲輪、土塁、横堀（空堀）
2385,香川県,笠島城,かさじまじょう,,香川県丸亀市本島町笠島城根,,高階氏、福田氏,東山城,遺構: 曲輪、土塁、堀切
2386,香川県,筑城城,つづきじょう,,香川県高松市鶴市町本村,,築城氏,築城城、下飯田城,遺構: 消滅
2387,香川県,聖通寺城,しょうつうじじょう,,香川県綾歌郡宇多津町平山,,奈良氏、仙石秀久、尾藤知宣、生駒親正,聖通寺山城、宇多津城,遺構: 曲輪、土塁、切岸
2388,香川県,芝山城,しばやまじょう,,香川県高松市香西北町,,香西氏、渡辺氏（香西氏家臣）,－,遺構: 曲輪、土塁
2389,香川県,藤尾城,ふじおじょう,,香川県高松市香西本町465（宇佐八幡宮）,,香西氏,－,遺構: 曲輪
2390,香川県,藤目城,ふじめじょう,,香川県観音寺市粟井町,,斎藤氏,藤ノ目城,遺構: 曲輪、土塁、横堀（空堀）
2391,香川県,虎丸城,とらまるじょう,,香川県東かがわ市与田山,,寒川氏、安富氏、十河存保,－,遺構: 曲輪、土塁、堀切
2392,香川県,西長尾城,にしながおじょう,,香川県丸亀市綾歌町岡田上／まんのう町長尾,,長尾氏、国吉甚左衛門尉（長宗我部氏家臣）,国吉城,遺構: 曲輪、土塁、堀切、竪堀
2393,香川県,造田城,ぞうだじょう,,香川県仲多度郡まんのう町造田,,造田氏,－,遺構: 曲輪、腰曲輪、土塁
2394,香川県,雨滝城,あまたきじょう,,香川県さぬき市大川町富田中,,安富氏、六車氏,－,遺構: 曲輪、土塁、堀切、礎石
2395,香川県,高屋城,たかやじょう,,香川県坂出市高屋町,,細川氏,白峰城,遺構: 消滅
2396,香川県,高松城,たかまつじょう,,香川県高松市玉藻町2-1,,生駒氏、松平氏,玉藻城,遺構: 曲輪、門、櫓、渡櫓、石垣、横堀（水堀）
2397,香川県,黄峰城,おみねじょう,,香川県高松市亀水町,,香西氏,－,遺構: 曲輪、石塁、土塁、虎口
2398,愛媛県,三滝城,みたきじょう,,愛媛県西予市城川町窪野,,紀氏,御岳城,遺構: 曲輪、石垣、堀切
2399,愛媛県,世田山城,せたさんじょう,,愛媛県西条市楠,,大館氏、河野氏,－,遺構: 曲輪、腰曲輪、石垣、堀切
2400,愛媛県,中尾城,なかおじょう,,愛媛県西宇和郡伊方町三机（持珠院）,,井上氏（宇都宮氏家臣）,－,遺構: 曲輪、土塁、堀切
2401,愛媛県,久良砲台,ひさよしほうだい,,愛媛県南宇和郡愛南町久良4477,,宇和島藩,高野長英築造の台場、御荘砲台,遺構: 土塁、石塁
2402,愛媛県,今治城,いまばりじょう,,愛媛県今治市通町3-1-3,,藤堂氏、松平（久松）氏,吹上城、吹揚城,遺構: 曲輪、石垣、横堀（水堀）、犬走り
2403,愛媛県,千里城,せりじょう,,愛媛県伊予郡砥部町川登,,大森氏,芹城、施里城、世梨城,遺構: 曲輪、土塁、堀切、竪堀
2404,愛媛県,国分山城,こくぶやまじょう,,愛媛県今治市古国分3,,脇屋義助、河野氏、村上元吉、小早川隆景、福島正則、池田秀雄、小川祐忠、藤堂高虎,国府城、唐子山城,遺構: 曲輪、土塁、横堀（空堀）
2405,愛媛県,土居構,どいがまえ,,愛媛県西条市中野甲字日明,,河野氏、石川氏,東之館,遺構: 石垣、土塁、横堀（空堀）、犬走り
2406,愛媛県,城ケ森城,じょうがもりじょう,,愛媛県宇和島市日振島明海,,藤原純友？,城ヶ森城、ジンガモリ城、日振島城,遺構: 曲輪、石塁、堀切、横堀（空堀）
2407,愛媛県,大洲城,おおずじょう,,愛媛県大洲市大洲903,,宇都宮氏、藤堂氏、脇坂氏、加藤氏,比志城、地蔵ヶ嶽城、地蔵岳城、大津城、亀ヶ城,遺構: 曲輪、櫓、石垣、横堀
2408,愛媛県,大熊城,おおくまじょう,,愛媛県西条市丹原町鞍瀬辛592-13他,,河野氏、佐伯氏、神野氏,－,遺構: 曲輪
2409,愛媛県,大除城,おおよけじょう,,愛媛県上浮穴郡久万高原町菅生3,,河野氏、大野氏（河野氏家臣）,－,遺構: 曲輪、石垣、堀切
2410,愛媛県,天ヶ森城,てんがもりじょう,,愛媛県宇和島市津島町岩松天ヶ森,,越智氏、清家氏,天ケ森城,遺構: 曲輪、石垣、土塁、堀切
2411,愛媛県,宇和島城,うわじまじょう,,愛媛県宇和島市丸之内1,,藤堂氏、伊達氏,鶴島城、板島城、丸串城,遺構: 曲輪、天守、石垣、門、横堀
2412,愛媛県,居倍野城,いばいのじょう,,愛媛県喜多郡内子町中川,,小倉為家,中川城、轆轤（ろくろ）城,遺構: 曲輪、土塁、堀切、切岸
2413,愛媛県,岩伽羅城,いわがらじょう,,愛媛県東温市樋口,,和田氏,岩合城,遺構: 曲輪、腰曲輪、堀切、竪堀
2414,愛媛県,川之江城,かわのえじょう,,愛媛県四国中央市川之江町1087-4,,土肥氏、妻鳥氏、河上氏,仏殿城、河江城、土肥城,遺構: 曲輪、石垣、堀切
2415,愛媛県,幻城,まぼろしじょう,,愛媛県西条市小松町新屋敷（地図は上城の場所を示す）,,岡氏,（上城・下城）,遺構: 曲輪、土塁、堀切
2416,愛媛県,恵良城,えりょうじょう,,愛媛県松山市上難波,,河野氏、得居氏、来島氏,惠良山城、冠山城,遺構: 曲輪、帯曲輪、石積、井戸
2417,愛媛県,曽根城,そねじょう,,愛媛県喜多郡内子町城廻,,曽根氏,曾根城,遺構: 曲輪、横堀（空堀）
2418,愛媛県,木ノ浦城,きのうらじょう,,愛媛県今治市伯方町木浦,,紀氏,木浦城,遺構: 曲輪、堀切
2419,愛媛県,本山城,もとやまじょう,,愛媛県松山市小浜大串,,忽那氏,－,遺構: 曲輪、石塁、竪堀、犬走り、武者走り、烽火台、水ため井戸
2420,愛媛県,来島城,くるしまじょう,,愛媛県今治市来島,,村上氏,－,遺構: 曲輪、石垣、岩礁ピット、井戸
2421,愛媛県,松前城,まさきじょう,,愛媛県伊予郡松前町筒井,,合田氏、大森氏、河野氏、粟野氏、加藤氏,正木城、真崎城、松崎城,遺構: 消滅
2422,愛媛県,松尾城,まつおじょう,,愛媛県四国中央市中曾根町乙362（水波神社）,,真鍋氏,－,遺構: 曲輪、腰曲輪、石垣、土塁、堀切
2423,愛媛県,松山城,まつやまじょう,,愛媛県松山市丸の内,,加藤氏、松平（久松）氏,金亀城、勝山城,遺構: 曲輪、天守、櫓、門、塀、井戸、石垣、土塁、横堀
2424,愛媛県,松岡城,まつおかじょう,,愛媛県上浮穴郡久万高原町中津,,重藤数馬,－,遺構: 曲輪
2425,愛媛県,横山城,よこやまじょう,,愛媛県松山市麓乙117,,河野氏,－,遺構: 曲輪、堀切、貯水施設
2426,愛媛県,永納山城,えのうさんじょう,,愛媛県西条市河原津,,不明,－,遺構: 列石、土塁、鍛冶遺構、土坑、ピット
2427,愛媛県,河後森城,かごもりじょう,,愛媛県北宇和郡松野町松丸,,河原淵（渡辺）氏、芝氏、戸田氏、藤堂氏、冨田氏、桑折氏（伊達氏家臣）,川後森城、向後森城、皮籠森城,遺構: 曲輪、石垣、土塁、堀切、竪堀
2428,愛媛県,法華津本城,ほけつほんじょう,,愛媛県宇和島市吉田町法花津,,法華津氏,法華津城,遺構: 曲輪、石垣
2429,愛媛県,渋柿城,しぶがきじょう,,愛媛県四国中央市土居町小林,,薦田氏,志武垣城,遺構: 曲輪、石積、土塁、堀切、横堀（空堀）、竪堀
2430,愛媛県,港山城,みなとやまじょう,,愛媛県松山市港山,,河野氏,湊山城,遺構: 曲輪、石垣、井戸跡
2431,愛媛県,湯築城,ゆづきじょう,,愛媛県松山市道後町,,河野氏、福島氏、小早川氏,－,遺構: 曲輪、土塁、横堀（空堀）
2432,愛媛県,甘崎城,あまさきじょう,,愛媛県今治市上浦町甘崎,,越智氏、今岡氏、村上氏、藤堂氏,天崎城、古城、岸の城、荒神城,遺構: 曲輪、腰曲輪、岩礁ピット、石垣、土塁
2433,愛媛県,生子山城,しょうじやまじょう,,愛媛県新居浜市角野新田町,,松木氏,庄司山城,遺構: 曲輪、堀切
2434,愛媛県,由並城,ゆなみじょう,,愛媛県伊予市双海町上灘,,由並（得能）氏,由並本尊城、本尊山城、本尊城,遺構: 曲輪、石垣、堀切
2435,愛媛県,白木城,しらきじょう,,愛媛県西予市野村町野村,,宇都宮氏、緒方氏,－,遺構: 曲輪、石垣、土塁、堀切、横堀（空堀）
2436,愛媛県,石城,せきじょう,,愛媛県宇和島市吉田町立間尻,,西園寺氏、法華津氏、土居氏,－,遺構: 曲輪、石垣
2437,愛媛県,米津城,よなづじょう,,愛媛県大洲市米津,,津々喜谷氏,滝ノ城、津々喜谷城,遺構: 曲輪、石垣、土塁、堀切、竪堀
2438,愛媛県,能島城,のしまじょう,,愛媛県今治市宮窪町,,村上氏,－,遺構: 曲輪、石垣
2439,愛媛県,荏原城,えばらじょう,,愛媛県松山市恵原町1109-31,,平岡氏,恵原城、会原城、平岡城、柵居城,遺構: 曲輪、石積、土塁、横堀（水堀）
2440,愛媛県,萩森城,はぎもりじょう,,愛媛県八幡浜市大平,,宇都宮氏,－,遺構: 曲輪、石垣、土塁、堀切、横堀
2441,愛媛県,西条陣屋,さいじょうじんや,,愛媛県西条市明屋敷234,,一柳氏、松平氏,西条藩陣屋、西条城、西条館、桑村館,遺構: 曲輪、石垣、土塁、横堀（水堀）、大手門（西条高等学校）、北御門、御広敷門（大通寺）、西条藩政庁玄関（妙昌寺）
2442,愛媛県,轟城,とどろきじょう,,愛媛県四国中央市金田町金川（地図は南郭を示す）,,信藤氏、大西氏,大西城,遺構: 曲輪、石垣、土塁、井戸
2443,愛媛県,金子山城,かねこやまじょう,,愛媛県新居浜市西の土居町2,,金子氏,金子城、橘江城,遺構: 曲輪
